tone_label,L_value,R,G,B,source_file
Tan,124.0,172,120,76,allCategories.csv
Tan,124.0,178,114,70,allCategories.csv
Tan,123.5,169,115,78,allShades.csv
Tan,123.5,165,108,82,allCategories.csv
Tan,123.5,175,126,72,allCategories.csv
Tan,123.5,175,128,72,allCategories.csv
Tan,123.5,177,118,70,allNumbers.csv
Tan,123.5,172,113,75,allNumbers.csv
Tan,123.5,156,110,91,allCategories.csv
Tan,123.5,176,112,71,allCategories.csv
Tan,123.5,157,114,90,allCategories.csv
Tan,123.5,185,112,62,allCategories.csv
Tan,123.5,166,114,81,allShades.csv
Tan,123.5,178,113,69,allCategories.csv
Tan,123.5,178,120,69,allCategories.csv
Tan,123.5,154,119,93,allCategories.csv
Tan,123.0,157,101,89,allCategories.csv
Tan,123.0,161,118,85,allCategories.csv
Tan,123.0,176,118,70,allCategories.csv
Tan,123.0,172,122,74,allCategories.csv
Tan,123.0,164,114,82,allCategories.csv
Tan,123.0,161,117,85,allCategories.csv
Tan,123.0,175,119,71,allCategories.csv
Tan,123.0,184,117,62,allCategories.csv
Tan,123.0,148,111,98,allCategories.csv
Tan,123.0,176,129,70,allCategories.csv
Tan,123.0,155,112,91,allNumbers.csv
Tan,123.0,166,121,80,allCategories.csv
Tan,123.0,164,124,82,allCategories.csv
Tan,123.0,167,109,79,allCategories.csv
Tan,123.0,174,113,72,allShades.csv
Tan,123.0,160,115,86,allCategories.csv
Tan,123.0,174,110,72,allCategories.csv
Tan,123.0,185,119,61,allCategories.csv
Tan,123.0,165,127,81,allCategories.csv
Tan,122.5,164,110,81,allCategories.csv
Tan,122.5,158,114,87,allCategories.csv
Tan,122.5,155,120,90,allCategories.csv
Tan,122.5,171,118,74,allShades.csv
Tan,122.5,175,105,70,allNumbers.csv
Tan,122.5,170,108,75,allNumbers.csv
Tan,122.5,167,114,78,allNumbers.csv
Tan,122.5,169,105,76,allNumbers.csv
Tan,122.5,149,111,96,allNumbers.csv
Tan,122.5,162,110,83,allCategories.csv
Tan,122.5,171,111,74,allCategories.csv
Tan,122.5,159,126,86,allCategories.csv
Tan,122.5,178,112,67,allCategories.csv
Tan,122.5,163,121,82,allShades.csv
Tan,122.5,173,115,72,allCategories.csv
Tan,122.5,175,112,70,allCategories.csv
Tan,122.5,172,122,73,allCategories.csv
Tan,122.5,161,101,84,allCategories.csv
Tan,122.5,172,107,73,allCategories.csv
Tan,122.5,172,113,73,allShades.csv
Tan,122.5,177,119,68,allCategories.csv
Tan,122.5,182,115,63,allCategories.csv
Tan,122.4,168,95,42,shades.csv
Tan,122.4,156,98,74,shades.csv
Tan,122.4,166,94,35,shades.csv
Tan,122.0,161,113,83,allNumbers.csv
Tan,122.0,172,115,72,allCategories.csv
Tan,122.0,171,108,73,allNumbers.csv
Tan,122.0,186,125,58,allCategories.csv
Tan,122.0,168,110,76,allNumbers.csv
Tan,122.0,151,110,93,allShades.csv
Tan,122.0,176,115,68,allNumbers.csv
Tan,122.0,170,111,74,allCategories.csv
Tan,122.0,178,104,66,allCategories.csv
Tan,122.0,175,112,69,allCategories.csv
Tan,122.0,155,109,89,allCategories.csv
Tan,122.0,160,116,84,allCategories.csv
Tan,122.0,175,114,69,allCategories.csv
Tan,122.0,179,119,65,allCategories.csv
Tan,122.0,161,112,83,allCategories.csv
Tan,122.0,150,112,94,allCategories.csv
Tan,122.0,166,117,78,allCategories.csv
Tan,122.0,177,117,67,allCategories.csv
Tan,122.0,163,112,81,allCategories.csv
Tan,122.0,167,118,77,allCategories.csv
Tan,122.0,152,112,92,allCategories.csv
Tan,122.0,160,117,84,allShades.csv
Tan,121.5,174,113,69,allCategories.csv
Tan,121.5,163,112,80,allCategories.csv
Tan,121.5,174,101,69,allCategories.csv
Tan,121.5,146,103,97,allCategories.csv
Tan,121.5,165,111,78,allCategories.csv
Tan,121.5,143,105,100,allCategories.csv
Tan,121.5,162,108,81,allCategories.csv
Tan,121.5,165,110,78,allCategories.csv
Tan,121.5,166,109,77,allCategories.csv
Tan,121.5,181,119,62,allCategories.csv
Tan,121.5,170,125,73,allCategories.csv
Tan,121.5,168,113,75,allCategories.csv
Tan,121.5,161,112,82,allCategories.csv
Tan,121.5,166,99,77,allNumbers.csv
Tan,121.5,172,106,71,allCategories.csv
Tan,121.5,159,114,84,allCategories.csv
Tan,121.5,152,111,91,allCategories.csv
Tan,121.5,197,105,46,allCategories.csv
Tan,121.5,180,118,63,allCategories.csv
Tan,121.5,179,106,64,allCategories.csv
Tan,121.5,162,114,81,allNumbers.csv
Tan,121.0,148,108,94,allCategories.csv
Tan,121.0,175,123,67,allCategories.csv
Tan,121.0,155,109,87,allCategories.csv
Tan,121.0,184,120,58,allCategories.csv
Tan,121.0,171,116,71,allNumbers.csv
Tan,121.0,163,120,79,allCategories.csv
Tan,121.0,158,118,84,allCategories.csv
Tan,121.0,169,111,73,allNumbers.csv
Tan,121.0,166,114,76,allCategories.csv
Tan,121.0,163,117,79,allNumbers.csv
Tan,121.0,166,108,76,allCategories.csv
Tan,121.0,183,99,59,allNumbers.csv
Tan,121.0,162,108,80,allCategories.csv
Tan,121.0,150,110,92,allCategories.csv
Tan,121.0,161,107,81,allCategories.csv
Tan,121.0,157,110,85,allCategories.csv
Tan,121.0,182,115,60,allCategories.csv
Tan,121.0,172,116,70,allCategories.csv
Tan,121.0,162,104,80,allShades.csv
Tan,120.5,158,119,83,allCategories.csv
Tan,120.5,175,113,66,allNumbers.csv
Tan,120.5,166,116,75,allCategories.csv
Tan,120.5,169,112,72,allCategories.csv
Tan,120.5,154,112,87,allCategories.csv
Tan,120.5,158,109,83,allCategories.csv
Tan,120.5,179,116,62,allCategories.csv
Tan,120.5,163,112,78,allNumbers.csv
Tan,120.5,172,114,69,allCategories.csv
Tan,120.5,145,104,96,allCategories.csv
Tan,120.5,166,112,75,allCategories.csv
Tan,120.5,176,117,65,allCategories.csv
Tan,120.5,155,110,86,allCategories.csv
Tan,120.5,162,111,79,allCategories.csv
Tan,120.5,175,115,66,allCategories.csv
Tan,120.0,167,109,73,allCategories.csv
Tan,120.0,172,112,68,allCategories.csv
Tan,120.0,174,103,66,allCategories.csv
Tan,120.0,175,112,65,allCategories.csv
Tan,120.0,162,102,78,allShades.csv
Tan,120.0,146,104,94,allCategories.csv
Tan,120.0,170,109,70,allCategories.csv
Tan,120.0,172,108,68,allCategories.csv
Tan,120.0,159,113,81,allShades.csv
Tan,120.0,155,115,85,allCategories.csv
Tan,120.0,166,114,74,allCategories.csv
Tan,120.0,154,111,86,allCategories.csv
Tan,120.0,154,105,86,allNumbers.csv
Tan,120.0,164,103,76,allCategories.csv
Tan,120.0,172,114,68,allCategories.csv
Tan,120.0,142,111,98,allCategories.csv
Tan,120.0,152,106,88,allCategories.csv
Tan,119.85,144,102,86,shades.csv
Tan,119.85,173,84,61,shades.csv
Tan,119.85,151,98,54,shades.csv
Tan,119.85,142,101,88,shades.csv
Tan,119.85,158,98,9,shades.csv
Tan,119.5,193,119,46,allCategories.csv
Tan,119.5,164,112,75,allCategories.csv
Tan,119.5,184,108,55,allCategories.csv
Tan,119.5,173,110,66,allCategories.csv
Tan,119.5,149,108,90,allShades.csv
Tan,119.5,154,109,85,allCategories.csv
Tan,119.5,169,107,70,allCategories.csv
Tan,119.5,157,94,82,allNumbers.csv
Tan,119.5,169,117,70,allCategories.csv
Tan,119.5,156,113,83,allNumbers.csv
Tan,119.5,177,118,62,allNumbers.csv
Tan,119.5,166,106,73,allCategories.csv
Tan,119.5,166,111,73,allCategories.csv
Tan,119.5,171,115,68,allCategories.csv
Tan,119.5,160,111,79,allCategories.csv
Tan,119.5,154,107,85,allCategories.csv
Tan,119.5,160,110,79,allCategories.csv
Tan,119.0,158,110,80,allCategories.csv
Tan,119.0,174,102,64,allCategories.csv
Tan,119.0,166,113,72,allCategories.csv
Tan,119.0,167,109,71,allCategories.csv
Tan,119.0,167,99,71,allCategories.csv
Tan,119.0,181,110,57,allCategories.csv
Tan,119.0,177,112,61,allCategories.csv
Tan,119.0,144,106,94,allShades.csv
Tan,119.0,158,111,80,allNumbers.csv
Tan,119.0,164,100,74,allNumbers.csv
Tan,119.0,158,109,80,allCategories.csv
Tan,119.0,179,118,59,allCategories.csv
Tan,119.0,168,109,70,allCategories.csv
Tan,119.0,162,92,76,allShades.csv
Tan,119.0,167,114,71,allShades.csv
Tan,119.0,165,105,73,allCategories.csv
Tan,119.0,159,121,79,allCategories.csv
Tan,119.0,173,109,65,allCategories.csv
Tan,119.0,176,102,62,allCategories.csv
Tan,119.0,173,105,65,allCategories.csv
Tan,119.0,168,116,70,allCategories.csv
Tan,119.0,158,100,80,allShades.csv
Tan,119.0,162,101,76,allCategories.csv
Tan,119.0,178,113,60,allCategories.csv
Tan,118.5,156,99,81,allCategories.csv
Tan,118.5,166,108,71,allCategories.csv
Tan,118.5,169,104,68,allCategories.csv
Tan,118.5,161,105,76,allShades.csv
Tan,118.5,165,112,72,allShades.csv
Tan,118.5,150,109,87,allCategories.csv
Tan,118.5,158,119,79,allShades.csv
Tan,118.5,171,118,66,allCategories.csv
Tan,118.5,159,113,78,allShades.csv
Tan,118.5,158,105,79,allShades.csv
Tan,118.5,148,106,89,allCategories.csv
Tan,118.5,171,106,66,allCategories.csv
Tan,118.5,163,104,74,allCategories.csv
Tan,118.5,157,106,80,allCategories.csv
Tan,118.5,146,104,91,allCategories.csv
Tan,118.5,164,115,73,allCategories.csv
Tan,118.5,172,111,65,allCategories.csv
Tan,118.5,153,99,84,allNumbers.csv
Tan,118.5,167,104,70,allNumbers.csv
Tan,118.5,163,102,74,allCategories.csv
Tan,118.5,158,117,79,allCategories.csv
Tan,118.0,154,115,82,allCategories.csv
Tan,118.0,173,107,63,allCategories.csv
Tan,118.0,161,116,75,allNumbers.csv
Tan,118.0,163,106,73,allCategories.csv
Tan,118.0,164,103,72,allCategories.csv
Tan,118.0,168,103,68,allCategories.csv
Tan,118.0,182,109,54,allCategories.csv
Tan,118.0,153,113,83,allCategories.csv
Tan,118.0,180,114,56,allCategories.csv
Tan,118.0,168,113,68,allCategories.csv
Tan,118.0,163,125,73,allCategories.csv
Tan,118.0,156,117,80,allCategories.csv
Tan,118.0,163,104,73,allNumbers.csv
Tan,118.0,167,116,69,allCategories.csv
Tan,118.0,177,106,59,allCategories.csv
Tan,118.0,168,111,68,allNumbers.csv
Tan,118.0,174,113,62,allCategories.csv
Tan,117.5,165,106,70,allCategories.csv
Tan,117.5,182,117,53,allCategories.csv
Tan,117.5,166,116,69,allCategories.csv
Tan,117.5,150,112,85,allCategories.csv
Tan,117.5,186,119,49,allCategories.csv
Tan,117.5,158,110,77,allCategories.csv
Tan,117.5,158,108,77,allCategories.csv
Tan,117.5,158,107,77,allCategories.csv
Tan,117.5,167,93,68,allCategories.csv
Tan,117.5,154,106,81,allCategories.csv
Tan,117.5,144,109,91,allCategories.csv
Tan,117.5,135,109,100,allCategories.csv
Tan,117.5,163,101,72,allCategories.csv
Tan,117.5,176,105,59,allCategories.csv
Tan,117.5,169,109,66,allCategories.csv
Tan,117.5,145,104,90,allCategories.csv
Tan,117.5,167,109,68,allCategories.csv
Tan,117.3,155,91,53,shades.csv
Tan,117.3,158,90,53,shades.csv
Tan,117.3,155,94,65,shades.csv
Tan,117.3,157,93,45,shades.csv
Tan,117.3,163,88,41,shades.csv
Tan,117.0,136,98,98,allCategories.csv
Tan,117.0,152,103,82,allCategories.csv
Tan,117.0,150,104,84,allCategories.csv
Tan,117.0,180,102,54,allCategories.csv
Tan,117.0,162,110,72,allCategories.csv
Tan,117.0,165,105,69,allCategories.csv
Tan,117.0,158,120,76,allShades.csv
Tan,117.0,171,112,63,allShades.csv
Tan,117.0,152,108,82,allCategories.csv
Tan,117.0,174,112,60,allCategories.csv
Tan,117.0,150,108,84,allCategories.csv
Tan,117.0,149,99,85,allCategories.csv
Tan,117.0,177,117,57,allCategories.csv
Tan,117.0,155,112,79,allCategories.csv
Tan,117.0,160,111,74,allNumbers.csv
Tan,117.0,173,106,61,allCategories.csv
Tan,117.0,144,105,90,allCategories.csv
Tan,116.5,171,108,62,allCategories.csv
Tan,116.5,148,107,85,allNumbers.csv
Tan,116.5,151,112,82,allCategories.csv
Tan,116.5,172,110,61,allCategories.csv
Tan,116.5,163,100,70,allCategories.csv
Tan,116.5,168,112,65,allShades.csv
Tan,116.5,146,99,87,allCategories.csv
Tan,116.5,154,107,79,allCategories.csv
Tan,116.5,161,105,72,allCategories.csv
Tan,116.5,154,109,79,allShades.csv
Tan,116.5,162,109,71,allCategories.csv
Tan,116.5,156,119,77,allNumbers.csv
Tan,116.5,173,96,60,allCategories.csv
Tan,116.5,152,102,81,allNumbers.csv
Tan,116.5,160,115,73,allNumbers.csv
Tan,116.5,141,102,92,allCategories.csv
Tan,116.5,167,100,66,allCategories.csv
Tan,116.0,164,107,68,allCategories.csv
Tan,116.0,165,106,67,allCategories.csv
Tan,116.0,149,96,83,allCategories.csv
Tan,116.0,152,111,80,allNumbers.csv
Tan,116.0,170,101,62,allCategories.csv
Tan,116.0,155,103,77,allNumbers.csv
Tan,116.0,149,108,83,allCategories.csv
Tan,116.0,149,90,83,allShades.csv
Tan,116.0,154,109,78,allShades.csv
Tan,116.0,153,109,79,allCategories.csv
Tan,116.0,159,108,73,allNumbers.csv
Tan,116.0,168,112,64,allCategories.csv
Tan,116.0,146,98,86,allCategories.csv
Tan,116.0,170,96,62,allNumbers.csv
Tan,116.0,161,98,71,allCategories.csv
Tan,116.0,150,105,82,allCategories.csv
Tan,116.0,161,124,71,allCategories.csv
Tan,116.0,167,105,65,allCategories.csv
Tan,116.0,166,105,66,allNumbers.csv
Tan,116.0,160,117,72,allCategories.csv
Tan,116.0,143,100,89,allCategories.csv
Tan,115.5,157,99,74,allNumbers.csv
Tan,115.5,142,106,89,allCategories.csv
Tan,115.5,163,103,68,allCategories.csv
Tan,115.5,154,112,77,allCategories.csv
Tan,115.5,167,112,64,allCategories.csv
Tan,115.5,156,109,75,allCategories.csv
Tan,115.5,144,106,87,allShades.csv
Tan,115.5,161,98,70,allCategories.csv
Tan,115.5,140,101,91,allCategories.csv
Tan,115.5,152,94,79,allCategories.csv
Tan,115.5,170,102,61,allCategories.csv
Tan,115.5,169,106,62,allCategories.csv
Tan,115.5,162,109,69,allCategories.csv
Tan,115.5,173,114,58,allNumbers.csv
Tan,115.5,172,100,59,allShades.csv
Tan,115.5,173,100,58,allNumbers.csv
Tan,115.5,161,110,70,allNumbers.csv
Tan,115.5,146,106,85,allCategories.csv
Tan,115.5,158,110,73,allCategories.csv
Tan,115.5,163,98,68,allCategories.csv
Tan,115.0,153,106,77,allShades.csv
Tan,115.0,150,103,80,allCategories.csv
Tan,115.0,165,103,65,allCategories.csv
Tan,115.0,168,105,62,allCategories.csv
Tan,115.0,152,102,78,allNumbers.csv
Tan,115.0,178,102,52,allCategories.csv
Tan,115.0,162,107,68,allNumbers.csv
Tan,115.0,149,104,81,allCategories.csv
Tan,115.0,173,102,57,allCategories.csv
Tan,115.0,157,114,73,allShades.csv
Tan,115.0,174,101,56,allShades.csv
Tan,115.0,147,95,83,allNumbers.csv
Tan,115.0,173,96,57,allShades.csv
Tan,115.0,135,98,95,allCategories.csv
Tan,115.0,177,106,53,allCategories.csv
Tan,115.0,156,100,74,allNumbers.csv
Tan,114.75,139,97,75,shades.csv
Tan,114.75,136,97,77,shades.csv
Tan,114.5,157,95,72,allCategories.csv
Tan,114.5,152,105,77,allCategories.csv
Tan,114.5,173,98,56,allCategories.csv
Tan,114.5,168,114,61,allCategories.csv
Tan,114.5,155,97,74,allCategories.csv
Tan,114.5,151,100,78,allNumbers.csv
Tan,114.5,165,101,64,allCategories.csv
Tan,114.5,162,104,67,allCategories.csv
Tan,114.5,168,110,61,allCategories.csv
Tan,114.5,169,121,60,allCategories.csv
Tan,114.5,170,103,59,allCategories.csv
Tan,114.5,164,107,65,allNumbers.csv
Tan,114.0,160,106,68,allNumbers.csv
Tan,114.0,147,96,81,allCategories.csv
Tan,114.0,159,107,69,allCategories.csv
Tan,114.0,162,101,66,allCategories.csv
Tan,114.0,161,108,67,allShades.csv
Tan,114.0,164,89,64,allCategories.csv
Tan,114.0,165,115,63,allCategories.csv
Tan,114.0,170,83,58,allNumbers.csv
Tan,114.0,164,107,64,allCategories.csv
Tan,114.0,172,111,56,allCategories.csv
Tan,114.0,160,93,68,allCategories.csv
Tan,114.0,161,101,67,allCategories.csv
Tan,114.0,171,105,57,allCategories.csv
Tan,114.0,178,108,50,allCategories.csv
Tan,114.0,157,107,71,allCategories.csv
Tan,114.0,176,107,52,allCategories.csv
Tan,113.5,163,106,64,allCategories.csv
Tan,113.5,170,108,57,allCategories.csv
Tan,113.5,143,100,84,allCategories.csv
Tan,113.5,162,94,65,allCategories.csv
Tan,113.5,163,109,64,allCategories.csv
Tan,113.5,144,98,83,allCategories.csv
Tan,113.5,142,106,85,allShades.csv
Tan,113.5,146,112,81,allCategories.csv
Tan,113.5,161,118,66,allCategories.csv
Tan,113.5,161,100,66,allCategories.csv
Tan,113.5,152,107,75,allCategories.csv
Tan,113.5,171,122,56,allCategories.csv
Tan,113.5,154,101,73,allCategories.csv
Tan,113.5,164,99,63,allCategories.csv
Tan,113.5,178,108,49,allCategories.csv
Tan,113.5,159,95,68,allCategories.csv
Tan,113.5,171,108,56,allCategories.csv
Tan,113.5,150,111,77,allCategories.csv
Tan,113.5,163,97,64,allCategories.csv
Tan,113.0,158,106,68,allCategories.csv
Tan,113.0,171,92,55,allCategories.csv
Tan,113.0,168,106,58,allCategories.csv
Tan,113.0,151,109,75,allNumbers.csv
Tan,113.0,151,113,75,allShades.csv
Tan,113.0,152,100,74,allCategories.csv
Tan,113.0,152,90,74,allCategories.csv
Tan,113.0,151,104,75,allCategories.csv
Tan,113.0,177,107,49,allCategories.csv
Tan,113.0,174,108,52,allCategories.csv
Tan,113.0,157,105,69,allCategories.csv
Tan,113.0,173,113,53,allCategories.csv
Tan,113.0,170,102,56,allCategories.csv
Tan,113.0,152,103,74,allShades.csv
Tan,113.0,153,94,73,allShades.csv
Tan,113.0,154,110,72,allNumbers.csv
Tan,113.0,168,99,58,allCategories.csv
Tan,112.5,154,94,71,allCategories.csv
Tan,112.5,167,103,58,allCategories.csv
Tan,112.5,163,98,62,allCategories.csv
Tan,112.5,169,111,56,allShades.csv
Tan,112.5,126,105,99,allCategories.csv
Tan,112.5,171,102,54,allCategories.csv
Tan,112.5,168,89,57,allCategories.csv
Tan,112.5,158,98,67,allCategories.csv
Tan,112.5,152,103,73,allShades.csv
Tan,112.5,171,95,54,allCategories.csv
Tan,112.5,153,105,72,allNumbers.csv
Tan,112.5,156,109,69,allCategories.csv
Tan,112.5,143,91,82,allCategories.csv
Tan,112.5,153,109,72,allCategories.csv
Tan,112.5,158,106,67,allCategories.csv
Tan,112.2,146,91,45,shades.csv
Tan,112.2,160,82,44,shades.csv
Tan,112.2,141,92,49,shades.csv
Tan,112.2,143,92,53,shades.csv
Tan,112.2,153,86,44,shades.csv
Tan,112.2,154,87,44,shades.csv
Tan,112.2,140,91,61,shades.csv
Tan,112.0,148,100,76,allNumbers.csv
Tan,112.0,164,107,60,allCategories.csv
Tan,112.0,147,107,77,allCategories.csv
Tan,112.0,151,87,73,allCategories.csv
Tan,112.0,152,100,72,allCategories.csv
Tan,112.0,130,102,94,allCategories.csv
Tan,112.0,158,95,66,allCategories.csv
Tan,112.0,169,106,55,allCategories.csv
Tan,112.0,168,103,56,allCategories.csv
Tan,112.0,157,110,67,allCategories.csv
Tan,112.0,153,116,71,allCategories.csv
Tan,112.0,155,99,69,allNumbers.csv
Tan,112.0,145,103,79,allCategories.csv
Tan,112.0,169,94,55,allShades.csv
Tan,112.0,146,99,78,allNumbers.csv
Tan,112.0,157,103,67,allNumbers.csv
Tan,112.0,173,100,51,allShades.csv
Tan,111.5,168,95,55,allCategories.csv
Tan,111.5,160,99,63,allCategories.csv
Tan,111.5,153,106,70,allCategories.csv
Tan,111.5,166,100,57,allCategories.csv
Tan,111.5,151,103,72,allCategories.csv
Tan,111.5,153,104,70,allCategories.csv
Tan,111.5,142,109,81,allCategories.csv
Tan,111.5,159,101,64,allShades.csv
Tan,111.5,159,98,64,allCategories.csv
Tan,111.5,153,94,70,allNumbers.csv
Tan,111.5,156,107,67,allShades.csv
Tan,111.5,167,96,56,allCategories.csv
Tan,111.5,164,90,59,allCategories.csv
Tan,111.5,170,102,53,allCategories.csv
Tan,111.0,155,107,67,allNumbers.csv
Tan,111.0,152,97,70,allCategories.csv
Tan,111.0,168,99,54,allCategories.csv
Tan,111.0,166,100,56,allCategories.csv
Tan,111.0,161,100,61,allCategories.csv
Tan,111.0,164,100,58,allNumbers.csv
Tan,111.0,149,100,73,allNumbers.csv
Tan,111.0,181,103,41,allCategories.csv
Tan,111.0,148,111,74,allCategories.csv
Tan,111.0,171,102,51,allCategories.csv
Tan,111.0,165,100,57,allCategories.csv
Tan,110.5,156,97,65,allCategories.csv
Tan,110.5,151,96,70,allCategories.csv
Tan,110.5,148,105,73,allNumbers.csv
Tan,110.5,156,92,65,allCategories.csv
Tan,110.5,165,96,56,allCategories.csv
Tan,110.5,140,100,81,allShades.csv
Tan,110.0,159,89,61,allCategories.csv
Tan,110.0,153,92,67,allCategories.csv
Tan,110.0,154,102,66,allShades.csv
Tan,110.0,177,113,43,allCategories.csv
Tan,110.0,149,98,71,allShades.csv
Tan,110.0,154,101,66,allCategories.csv
Tan,110.0,146,105,74,allCategories.csv
Tan,110.0,160,93,60,allCategories.csv
Tan,110.0,160,102,60,allCategories.csv
Tan,110.0,148,104,72,allCategories.csv
Tan,110.0,145,92,75,allNumbers.csv
Tan,110.0,136,90,84,allShades.csv
Tan,110.0,147,101,73,allCategories.csv
Tan,110.0,127,97,93,allCategories.csv
Deep,109.65,146,82,78,shades.csv
Deep,109.65,137,88,82,shades.csv
Deep,109.65,129,93,81,shades.csv
Deep,109.65,137,92,38,shades.csv
Deep,109.65,147,84,39,shades.csv
Deep,109.65,145,88,49,shades.csv
Deep,109.65,138,88,51,shades.csv
Deep,109.65,142,86,66,shades.csv
Deep,109.65,146,84,34,shades.csv
Deep,109.65,152,82,35,shades.csv
Deep,109.65,155,81,39,shades.csv
Deep,109.5,161,109,58,allCategories.csv
Deep,109.5,167,104,52,allCategories.csv
Deep,109.5,131,94,88,allNumbers.csv
Deep,109.5,138,96,81,allCategories.csv
Deep,109.5,148,97,71,allNumbers.csv
Deep,109.5,155,97,64,allCategories.csv
Deep,109.5,141,100,78,allCategories.csv
Deep,109.0,166,99,52,allShades.csv
Deep,109.0,139,98,79,allCategories.csv
Deep,109.0,144,93,74,allCategories.csv
Deep,109.0,150,104,68,allNumbers.csv
Deep,109.0,149,99,69,allCategories.csv
Deep,109.0,180,89,38,allCategories.csv
Deep,109.0,143,85,75,allNumbers.csv
Deep,109.0,155,96,63,allShades.csv
Deep,109.0,159,92,59,allCategories.csv
Deep,109.0,169,107,49,allCategories.csv
Deep,108.5,132,99,85,allCategories.csv
Deep,108.5,161,107,56,allCategories.csv
Deep,108.5,158,97,59,allCategories.csv
Deep,108.5,150,107,67,allCategories.csv
Deep,108.5,153,88,64,allCategories.csv
Deep,108.5,153,98,64,allCategories.csv
Deep,108.5,152,94,65,allCategories.csv
Deep,108.5,145,96,72,allCategories.csv
Deep,108.5,160,105,57,allCategories.csv
Deep,108.5,160,96,57,allNumbers.csv
Deep,108.5,153,99,64,allNumbers.csv
Deep,108.5,153,97,64,allCategories.csv
Deep,108.5,161,97,56,allCategories.csv
Deep,108.5,145,101,72,allNumbers.csv
Deep,108.5,153,96,64,allCategories.csv
Deep,108.5,160,104,57,allNumbers.csv
Deep,108.0,162,97,54,allCategories.csv
Deep,108.0,146,97,70,allCategories.csv
Deep,108.0,131,99,85,allCategories.csv
Deep,108.0,162,99,54,allCategories.csv
Deep,108.0,160,104,56,allCategories.csv
Deep,108.0,151,96,65,allCategories.csv
Deep,108.0,153,95,63,allNumbers.csv
Deep,108.0,163,99,53,allCategories.csv
Deep,108.0,151,104,65,allCategories.csv
Deep,108.0,160,108,56,allCategories.csv
Deep,108.0,162,105,54,allCategories.csv
Deep,108.0,157,104,59,allShades.csv
Deep,108.0,138,102,78,allCategories.csv
Deep,108.0,151,97,65,allCategories.csv
Deep,108.0,154,95,62,allCategories.csv
Deep,108.0,148,83,68,allCategories.csv
Deep,108.0,153,84,63,allNumbers.csv
Deep,108.0,157,87,59,allCategories.csv
Deep,108.0,154,98,62,allNumbers.csv
Deep,108.0,145,104,71,allCategories.csv
Deep,108.0,150,107,66,allCategories.csv
Deep,108.0,154,101,62,allCategories.csv
Deep,107.5,156,95,59,allCategories.csv
Deep,107.5,138,91,77,allShades.csv
Deep,107.5,142,97,73,allCategories.csv
Deep,107.5,154,88,61,allCategories.csv
Deep,107.5,129,98,86,allShades.csv
Deep,107.5,154,97,61,allCategories.csv
Deep,107.5,141,107,74,allNumbers.csv
Deep,107.5,153,101,62,allCategories.csv
Deep,107.5,148,98,67,allCategories.csv
Deep,107.5,145,89,70,allCategories.csv
Deep,107.5,152,96,63,allCategories.csv
Deep,107.5,143,100,72,allCategories.csv
Deep,107.5,144,84,71,allNumbers.csv
Deep,107.5,159,101,56,allCategories.csv
Deep,107.5,161,101,54,allCategories.csv
Deep,107.5,145,93,70,allCategories.csv
Deep,107.5,156,97,59,allCategories.csv
Deep,107.5,130,99,85,allCategories.csv
Deep,107.1,132,89,73,shades.csv
Deep,107.1,127,92,59,shades.csv
Deep,107.1,125,92,77,shades.csv
Deep,107.1,137,86,44,shades.csv
Deep,107.1,142,83,43,shades.csv
Deep,107.1,154,78,40,shades.csv
Deep,107.1,132,88,63,shades.csv
Deep,107.0,149,98,65,allCategories.csv
Deep,107.0,144,77,70,allNumbers.csv
Deep,107.0,137,92,77,allShades.csv
Deep,107.0,149,105,65,allCategories.csv
Deep,107.0,149,104,65,allNumbers.csv
Deep,107.0,148,101,66,allCategories.csv
Deep,107.0,158,99,56,allCategories.csv
Deep,107.0,123,94,91,allCategories.csv
Deep,106.5,147,85,66,allNumbers.csv
Deep,106.5,162,117,51,allCategories.csv
Deep,106.5,144,98,69,allCategories.csv
Deep,106.5,150,91,63,allCategories.csv
Deep,106.5,153,89,60,allCategories.csv
Deep,106.5,153,91,60,allNumbers.csv
Deep,106.5,136,102,77,allCategories.csv
Deep,106.5,150,97,63,allCategories.csv
Deep,106.5,155,94,58,allNumbers.csv
Deep,106.5,151,97,62,allCategories.csv
Deep,106.5,157,99,56,allCategories.csv
Deep,106.0,133,95,79,allCategories.csv
Deep,106.0,156,102,56,allCategories.csv
Deep,106.0,162,78,50,allCategories.csv
Deep,106.0,146,89,66,allShades.csv
Deep,106.0,157,86,55,allCategories.csv
Deep,106.0,163,93,49,allCategories.csv
Deep,106.0,139,91,73,allCategories.csv
Deep,106.0,148,94,64,allCategories.csv
Deep,106.0,149,90,63,allNumbers.csv
Deep,106.0,133,97,79,allCategories.csv
Deep,106.0,129,96,83,allCategories.csv
Deep,106.0,138,99,74,allNumbers.csv
Deep,106.0,164,87,48,allCategories.csv
Deep,106.0,161,88,51,allShades.csv
Deep,106.0,152,107,60,allCategories.csv
Deep,106.0,150,88,62,allCategories.csv
Deep,106.0,151,94,61,allCategories.csv
Deep,106.0,159,85,53,allCategories.csv
Deep,105.5,133,100,78,allCategories.csv
Deep,105.5,159,93,52,allCategories.csv
Deep,105.5,141,97,70,allCategories.csv
Deep,105.5,153,96,58,allCategories.csv
Deep,105.5,160,103,51,allCategories.csv
Deep,105.5,171,83,40,allCategories.csv
Deep,105.5,152,88,59,allCategories.csv
Deep,105.5,143,99,68,allCategories.csv
